TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,FirstName,LastName,Gender,BirthDate,City_x,JoinDate,ProductName,Category,SubCategory,UnitPrice,CostPrice,StoreName,City_y,Region,Year,Month,MonthName,Day,DayName,Week,Quarter,Revenue,Cost,Profit,DiscountAmount,FinalSales,ProfitMargin
T00035,2024-02-16,C058,P047,S001,1,0.0,Credit Card,Lawrence,Stewart,M,2005-07-22,West Tinatown,2020-11-10,Or Smartphone,Electronics,Smartphone,1197.18,722.74,MegaMart Jimenezborough,Jimenezborough,South,2024,2,February,16,Friday,7,1,1197.18,722.74,474.44000000000005,0.0,1197.18,39.62979668888555
T00036,2025-06-03,C052,P049,S001,5,0.05,Credit Card,Billy,Hernandez,F,1991-09-11,Walkerfurt,2024-04-25,Possible Watches,Fashion,Watches,388.26,199.3,MegaMart Jimenezborough,Jimenezborough,South,2025,6,June,3,Tuesday,23,2,1941.3,996.5,944.8,97.065,1844.235,48.66841807036521
T00037,2024-01-17,C033,P030,S004,1,0.05,Mobile Money,Jenny,Beck,F,1978-07-27,Lake Cody,2025-03-17,National Watches,Fashion,Watches,29.24,15.28,MegaMart Brianahaven,Brianahaven,North,2024,1,January,17,Wednesday,3,1,29.24,15.28,13.959999999999999,1.462,27.778,47.74281805745554
T00038,2025-05-06,C180,P041,S003,3,0.05,Cash,Nichole,Calhoun,F,1959-12-15,West Dakotaside,2022-10-19,Present Television,Electronics,Television,1635.01,1043.29,MegaMart New Michele,New Michele,West,2025,5,May,6,Tuesday,19,2,4905.03,3129.87,1775.1599999999999,245.2515,4659.778499999999,36.19060433881138
T00039,2024-10-13,C200,P001,S002,3,0.0,Cash,Ronald,Haley,M,2001-12-24,Jenniferbury,2025-06-24,Like Camera,Electronics,Camera,1673.69,1323.38,MegaMart Peckmouth,Peckmouth,East,2024,10,October,13,Sunday,41,4,5021.07,3970.1400000000003,1050.9299999999994,0.0,5021.07,20.93039929736091
T00040,2024-08-02,C080,P011,S005,4,0.15,Credit Card,Grace,Garcia,F,2003-11-04,Markberg,2023-01-02,Either Headphones,Electronics,Headphones,248.57,190.67,MegaMart Johnmouth,Johnmouth,East,2024,8,August,2,Friday,31,3,994.28,762.68,231.60000000000002,149.142,845.1379999999999,23.29323731745585
T00041,2023-12-20,C020,P044,S005,2,0.0,Bank Transfer,Ryan,Cole,F,1982-06-26,Travisstad,2024-04-19,Least Accessories,Fashion,Accessories,1286.55,797.54,MegaMart Johnmouth,Johnmouth,East,2023,12,December,20,Wednesday,51,4,2573.1,1595.08,978.02,0.0,2573.1,38.009404997862504
T00042,2024-06-03,C176,P025,S005,1,0.0,Bank Transfer,Peter,Garcia,M,1979-10-07,West Amymouth,2021-07-22,Little Watches,Fashion,Watches,429.15,258.72,MegaMart Johnmouth,Johnmouth,East,2024,6,June,3,Monday,23,2,429.15,258.72,170.42999999999995,0.0,429.15,39.71338692764766
T00043,2024-10-30,C137,P011,S004,3,0.0,Bank Transfer,Gary,Lopez,M,1984-08-05,Amandachester,2024-05-09,Either Headphones,Electronics,Headphones,248.57,190.67,MegaMart Brianahaven,Brianahaven,North,2024,10,October,30,Wednesday,44,4,745.71,572.01,173.70000000000005,0.0,745.71,23.293237317455855
T00044,2024-12-31,C004,P033,S004,4,0.0,Mobile Money,Joseph,Ward,M,1992-06-16,East Edgarborough,2024-09-09,Beat Accessories,Fashion,Accessories,1798.97,1329.15,MegaMart Brianahaven,Brianahaven,North,2024,12,December,31,Tuesday,1,4,7195.88,5316.6,1879.2799999999997,0.0,7195.88,26.116055298309583
T00045,2024-09-30,C093,P045,S004,2,0.15,Credit Card,Stanley,Brown,M,1978-04-14,Baldwinstad,2022-02-25,Set Dairy,Groceries,Dairy,1879.08,1004.56,MegaMart Brianahaven,Brianahaven,North,2024,9,September,30,Monday,40,3,3758.16,2009.12,1749.04,563.7239999999999,3194.4359999999997,46.53979607041744
T00046,2023-11-27,C188,P027,S005,3,0.15,Mobile Money,Ryan,Flores,M,1960-11-23,East Danielleshire,2023-05-19,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart Johnmouth,Johnmouth,East,2023,11,November,27,Monday,48,4,3816.69,2857.95,958.7400000000002,572.5035,3244.1865,25.119671757465245
T00047,2025-05-06,C112,P045,S005,3,0.1,Credit Card,Jeffrey,Smith,F,1983-12-29,Aaronmouth,2023-03-21,Set Dairy,Groceries,Dairy,1879.08,1004.56,MegaMart Johnmouth,Johnmouth,East,2025,5,May,6,Tuesday,19,2,5637.24,3013.68,2623.56,563.724,5073.516,46.53979607041744
T00048,2025-01-25,C023,P011,S003,4,0.05,Mobile Money,Mark,Martinez,F,1972-05-09,New Christophermouth,2020-10-19,Either Headphones,Electronics,Headphones,248.57,190.67,MegaMart New Michele,New Michele,West,2025,1,January,25,Saturday,4,1,994.28,762.68,231.60000000000002,49.714,944.566,23.29323731745585
T00049,2025-08-09,C146,P013,S005,4,0.1,Cash,John,Johnson,F,1997-03-26,North Jamesport,2022-08-31,World Watches,Fashion,Watches,1134.8,675.1,MegaMart Johnmouth,Johnmouth,East,2025,8,August,9,Saturday,32,3,4539.2,2700.4,1838.7999999999997,453.92,4085.2799999999997,40.50934085301374
T00050,2025-08-14,C127,P007,S003,2,0.15,Credit Card,John,Allen,F,1982-11-17,Kimland,2021-01-22,Understand Camera,Electronics,Camera,1474.12,764.02,MegaMart New Michele,New Michele,West,2025,8,August,14,Thursday,33,3,2948.24,1528.04,1420.1999999999998,442.23599999999993,2506.004,48.17111225680406
T00051,2024-09-25,C091,P026,S003,3,0.1,Bank Transfer,Brian,Fowler,M,1963-02-04,Port Williamhaven,2021-08-23,Behavior Dairy,Groceries,Dairy,1015.76,584.4,MegaMart New Michele,New Michele,West,2024,9,September,25,Wednesday,39,3,3047.2799999999997,1753.1999999999998,1294.08,304.728,2742.5519999999997,42.466724423092074
T00052,2025-05-09,C143,P022,S001,5,0.05,Cash,Cynthia,Carlson,M,1961-06-03,South Jameschester,2023-06-10,How Vegetables,Groceries,Vegetables,25.57,19.05,MegaMart Jimenezborough,Jimenezborough,South,2025,5,May,9,Friday,19,2,127.85,95.25,32.599999999999994,6.3925,121.4575,25.4986312084474
T00053,2024-09-30,C062,P047,S004,4,0.05,Mobile Money,Susan,Salinas,M,2000-06-21,Turnerberg,2021-09-23,Or Smartphone,Electronics,Smartphone,1197.18,722.74,MegaMart Brianahaven,Brianahaven,North,2024,9,September,30,Monday,40,3,4788.72,2890.96,1897.7600000000002,239.43600000000004,4549.284000000001,39.62979668888555
T00054,2024-01-29,C166,P001,S004,4,0.0,Cash,Meagan,Ali,F,2001-05-13,South Markbury,2023-07-10,Like Camera,Electronics,Camera,1673.69,1323.38,MegaMart Brianahaven,Brianahaven,North,2024,1,January,29,Monday,5,1,6694.76,5293.52,1401.2399999999998,0.0,6694.76,20.930399297360918
T00055,2024-06-27,C076,P009,S002,4,0.05,Bank Transfer,Phyllis,Durham,M,2005-12-14,Nancyside,2022-05-07,Us Snacks,Groceries,Snacks,123.19,80.36,MegaMart Peckmouth,Peckmouth,East,2024,6,June,27,Thursday,26,2,492.76,321.44,171.32,24.638,468.122,34.76743242146278
T00056,2025-08-19,C170,P028,S005,3,0.15,Bank Transfer,Amber,Graham,F,1984-05-05,Lake Melissaborough,2025-08-20,Deal Smartphone,Electronics,Smartphone,673.78,363.33,MegaMart Johnmouth,Johnmouth,East,2025,8,August,19,Tuesday,34,3,2021.34,1089.99,931.3499999999999,303.20099999999996,1718.139,46.07587046216865
T00057,2024-10-11,C109,P011,S005,3,0.1,Mobile Money,Austin,Hogan,F,2006-03-03,Port Fernandohaven,2021-07-29,Either Headphones,Electronics,Headphones,248.57,190.67,MegaMart Johnmouth,Johnmouth,East,2024,10,October,11,Friday,41,4,745.71,572.01,173.70000000000005,74.57100000000001,671.139,23.293237317455855
T00058,2024-01-20,C070,P034,S003,3,0.05,Cash,Eric,Bryan,M,1971-10-24,Taylorhaven,2021-03-04,Everything Laptop,Electronics,Laptop,428.05,246.07,MegaMart New Michele,New Michele,West,2024,1,January,20,Saturday,3,1,1284.15,738.21,545.94,64.20750000000001,1219.9425,42.513725032122416
T00059,2025-02-14,C185,P027,S002,3,0.0,Credit Card,Joe,Vincent,F,1975-07-04,North Chaseborough,2024-10-06,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart Peckmouth,Peckmouth,East,2025,2,February,14,Friday,7,1,3816.69,2857.95,958.7400000000002,0.0,3816.69,25.119671757465245
T00060,2024-11-26,C050,P044,S002,4,0.1,Bank Transfer,Kelly,Mcmillan,M,1968-06-20,Erinland,2022-08-25,Least Accessories,Fashion,Accessories,1286.55,797.54,MegaMart Peckmouth,Peckmouth,East,2024,11,November,26,Tuesday,48,4,5146.2,3190.16,1956.04,514.62,4631.58,38.009404997862504
T00061,2025-03-20,C026,P006,S002,3,0.05,Bank Transfer,Justin,Macdonald,M,2004-01-04,Shepherdburgh,2024-09-03,Company Fruits,Groceries,Fruits,318.05,187.34,MegaMart Peckmouth,Peckmouth,East,2025,3,March,20,Thursday,12,1,954.1500000000001,562.02,392.1300000000001,47.70750000000001,906.4425000000001,41.09731174343658
T00062,2025-05-03,C046,P027,S003,1,0.05,Bank Transfer,Dennis,Poole,M,1964-01-21,New Jontown,2022-06-25,Hospital Smartphone,Electronics,Smartphone,1272.23,952.65,MegaMart New Michele,New Michele,West,2025,5,May,3,Saturday,18,2,1272.23,952.65,319.58000000000004,63.61150000000001,1208.6185,25.11967175746524
T00063,2024-06-01,C012,P036,S001,5,0.1,Credit Card,Dale,Perry,M,1989-12-08,Lake Dawn,2021-07-16,New Watches,Fashion,Watches,1501.46,1167.73,MegaMart Jimenezborough,Jimenezborough,South,2024,6,June,1,Saturday,22,2,7507.3,5838.65,1668.6500000000005,750.73,6756.57,22.227032355174302
T00064,2024-11-15,C164,P048,S004,1,0.0,Bank Transfer,Linda,Vasquez,M,1968-07-28,North Rodney,2020-12-21,Nor Bags,Fashion,Bags,1216.36,794.8,MegaMart Brianahaven,Brianahaven,North,2024,11,November,15,Friday,46,4,1216.36,794.8,421.55999999999995,0.0,1216.36,34.6575027130126
T00065,2024-05-26,C121,P028,S004,4,0.1,Credit Card,John,Bell,M,1967-02-28,Sarahhaven,2021-10-11,Deal Smartphone,Electronics,Smartphone,673.78,363.33,MegaMart Brianahaven,Brianahaven,North,2024,5,May,26,Sunday,21,2,2695.12,1453.32,1241.8,269.512,2425.6079999999997,46.07587046216866
T00066,2024-04-20,C014,P010,S003,4,0.0,Cash,Brittany,Green,M,1974-06-25,East Samantha,2021-11-09,Step Smartphone,Electronics,Smartphone,1194.12,838.95,MegaMart New Michele,New Michele,West,2024,4,April,20,Saturday,16,2,4776.48,3355.8,1420.6799999999994,0.0,4776.48,29.743241885237655
T00067,2025-02-16,C103,P042,S004,1,0.0,Credit Card,David,Burns,F,1964-10-26,Joyceside,2021-06-04,Maybe Clothing,Fashion,Clothing,453.62,316.63,MegaMart Brianahaven,Brianahaven,North,2025,2,February,16,Sunday,7,1,453.62,316.63,136.99,0.0,453.62,30.199285745778408
T00068,2024-03-15,C039,P002,S005,3,0.0,Credit Card,Nancy,Savage,F,1996-11-02,Port Sandra,2022-10-17,Audience Television,Electronics,Television,818.76,527.62,MegaMart Johnmouth,Johnmouth,East,2024,3,March,15,Friday,11,1,2456.2799999999997,1582.8600000000001,873.4199999999996,0.0,2456.2799999999997,35.55864966534759
T00069,2023-11-14,C031,P040,S005,4,0.05,Mobile Money,Ashley,Gibson,F,2003-03-14,East Carrieberg,2025-08-26,Piece Headphones,Electronics,Headphones,1745.61,1322.44,MegaMart Johnmouth,Johnmouth,East,2023,11,November,14,Tuesday,46,4,6982.44,5289.76,1692.6799999999994,349.122,6633.317999999999,24.241955534168564
T00070,2024-12-02,C116,P013,S004,3,0.15,Bank Transfer,Jamie,Webb,M,1955-09-26,Zacharyberg,2025-07-31,World Watches,Fashion,Watches,1134.8,675.1,MegaMart Brianahaven,Brianahaven,North,2024,12,December,2,Monday,49,4,3404.3999999999996,2025.3000000000002,1379.0999999999995,510.6599999999999,2893.74,40.50934085301374
T00071,2023-11-18,C146,P044,S005,1,0.0,Credit Card,John,Johnson,F,1997-03-26,North Jamesport,2022-08-31,Least Accessories,Fashion,Accessories,1286.55,797.54,MegaMart Johnmouth,Johnmouth,East,2023,11,November,18,Saturday,46,4,1286.55,797.54,489.01,0.0,1286.55,38.009404997862504
T00072,2025-01-05,C161,P012,S002,3,0.0,Credit Card,Michael,Perez,M,1963-01-19,Shannontown,2023-01-31,Above Camera,Electronics,Camera,1193.09,818.24,MegaMart Peckmouth,Peckmouth,East,2025,1,January,5,Sunday,1,1,3579.2699999999995,2454.7200000000003,1124.5499999999993,0.0,3579.2699999999995,31.41841772204945
T00073,2024-10-08,C062,P022,S002,5,0.0,Credit Card,Susan,Salinas,M,2000-06-21,Turnerberg,2021-09-23,How Vegetables,Groceries,Vegetables,25.57,19.05,MegaMart Peckmouth,Peckmouth,East,2024,10,October,8,Tuesday,41,4,127.85,95.25,32.599999999999994,0.0,127.85,25.4986312084474
T00074,2024-07-01,C001,P014,S004,4,0.15,Bank Transfer,Michael,Davis,M,1996-09-11,Osborneport,2022-09-25,Add Clothing,Fashion,Clothing,1342.75,797.94,MegaMart Brianahaven,Brianahaven,North,2024,7,July,1,Monday,27,3,5371.0,3191.76,2179.24,805.65,4565.35,40.574194749581075
T00075,2024-04-24,C009,P018,S002,3,0.1,Mobile Money,Richard,Pacheco,F,2004-08-15,West Lisaville,2025-04-17,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,MegaMart Peckmouth,Peckmouth,East,2024,4,April,24,Wednesday,17,2,3239.67,2111.4900000000002,1128.1799999999998,323.96700000000004,2915.703,34.8239172508311
T00076,2025-05-20,C019,P005,S002,3,0.05,Mobile Money,John,Smith,F,1998-05-16,Stephaniechester,2023-05-17,Knowledge Bags,Fashion,Bags,1396.22,1004.09,MegaMart Peckmouth,Peckmouth,East,2025,5,May,20,Tuesday,21,2,4188.66,3012.27,1176.3899999999999,209.433,3979.227,28.085115526206472
T00077,2025-06-19,C030,P031,S005,2,0.05,Bank Transfer,Lacey,Hall,M,2002-06-10,Thomashaven,2022-08-27,Foot Snacks,Groceries,Snacks,1095.72,822.2,MegaMart Johnmouth,Johnmouth,East,2025,6,June,19,Thursday,25,2,2191.44,1644.4,547.04,109.572,2081.868,24.96258168145146
T00078,2024-07-24,C037,P015,S001,1,0.05,Bank Transfer,Miranda,Nelson,F,1982-08-30,West Melissahaven,2024-01-31,Whether Bags,Fashion,Bags,270.45,187.6,MegaMart Jimenezborough,Jimenezborough,South,2024,7,July,24,Wednesday,30,3,270.45,187.6,82.85,13.5225,256.9275,30.63412830467739
T00079,2024-01-06,C153,P018,S005,3,0.15,Cash,Nancy,Gordon,F,1988-04-07,Port Alex,2023-02-05,Democratic Smartphone,Electronics,Smartphone,1079.89,703.83,MegaMart Johnmouth,Johnmouth,East,2024,1,January,6,Saturday,1,1,3239.67,2111.4900000000002,1128.1799999999998,485.9505,2753.7195,34.8239172508311
T00080,2023-11-21,C120,P021,S003,4,0.1,Mobile Money,Curtis,Faulkner,F,1964-01-10,Annaborough,2020-10-18,Firm Dairy,Groceries,Dairy,1227.24,977.09,MegaMart New Michele,New Michele,West,2023,11,November,21,Tuesday,47,4,4908.96,3908.36,1000.5999999999999,490.896,4418.064,20.383136142889736
T00081,2024-06-20,C113,P009,S001,5,0.0,Mobile Money,Heidi,Wilson,M,1977-05-23,Ramosbury,2022-12-31,Us Snacks,Groceries,Snacks,123.19,80.36,MegaMart Jimenezborough,Jimenezborough,South,2024,6,June,20,Thursday,25,2,615.95,401.8,214.15000000000003,0.0,615.95,34.767432421462786
T00082,2023-10-23,C189,P009,S003,5,0.1,Cash,Steve,Flynn,M,1966-08-07,East Walter,2021-03-05,Us Snacks,Groceries,Snacks,123.19,80.36,MegaMart New Michele,New Michele,West,2023,10,October,23,Monday,43,4,615.95,401.8,214.15000000000003,61.595000000000006,554.355,34.767432421462786
